Runtime (em: downsample): 1.6689300537109375e-06
Runtime (cy: downsample): 2.379638195037842
Runtime (cy (older): downsample): 6.9141387939453125e-06
         879806 function calls (864749 primitive calls) in 3.646 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       62    0.000    0.000    0.000    0.000 inspect.py:2457(annotation)
     4408    0.001    0.000    0.001    0.000 inspect.py:2461(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2519(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2649(Signature)
      894    0.004    0.000    0.005    0.000 inspect.py:2679(__init__)
        1    0.000    0.000    0.007    0.007 inspect.py:27(<module>)
     1988    0.001    0.000    0.001    0.000 inspect.py:2724(<genexpr>)
      563    0.001    0.000    0.021    0.000 inspect.py:2748(from_callable)
     2038    0.000    0.000    0.000    0.000 inspect.py:2754(parameters)
       10    0.000    0.000    0.000    0.000 inspect.py:2758(return_annotation)
      321    0.000    0.000    0.002    0.000 inspect.py:2762(replace)
        1    0.000    0.000    0.000    0.000 inspect.py:290(getmembers)
      563    0.000    0.000    0.022    0.000 inspect.py:3000(signature)
      209    0.000    0.000    0.000    0.000 inspect.py:331(<lambda>)
        2    0.000    0.000    0.000    0.000 inspect.py:452(getmro)
      563    0.001    0.000    0.002    0.000 inspect.py:458(unwrap)
      563    0.000    0.000    0.001    0.000 inspect.py:478(_is_wrapper)
        3    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:848(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:850(BlockFinder)
        1    0.000    0.000    0.002    0.002 interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:41(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:450(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:495(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:520(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:53(LinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:546(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:570(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:602(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:618(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 interface.py:633(IdentityOperator)
        1    0.000    0.000    0.003    0.003 internals.py:1(<module>)
        9    0.000    0.000    0.002    0.000 internals.py:1001(take_nd)
        1    0.000    0.000    0.000    0.000 internals.py:1402(ScalarBlock)
        1    0.000    0.000    0.000    0.000 internals.py:1425(NonConsolidatableMixIn)
        1    0.000    0.000    0.000    0.000 internals.py:1532(NumericBlock)
        1    0.000    0.000    0.000    0.000 internals.py:1538(FloatOrComplexBlock)
        4    0.000    0.000    0.000    0.000 internals.py:154(get_values)
        1    0.000    0.000    0.000    0.000 internals.py:1548(FloatBlock)
        1    0.000    0.000    0.000    0.000 internals.py:1605(ComplexBlock)
        1    0.000    0.000    0.000    0.000 internals.py:1628(IntBlock)
        4    0.000    0.000    0.000    0.000 internals.py:163(to_dense)
        1    0.000    0.000    0.000    0.000 internals.py:1651(DatetimeLikeBlockMixin)
        1    0.000    0.000    0.000    0.000 internals.py:1675(TimeDeltaBlock)
        9    0.000    0.000    0.000    0.000 internals.py:175(fill_value)
        1    0.000    0.000    0.000    0.000 internals.py:1775(BoolBlock)
       74    0.000    0.000    0.000    0.000 internals.py:179(mgr_locs)
        1    0.000    0.000    0.000    0.000 internals.py:1806(ObjectBlock)
       13    0.000    0.000    0.000    0.000 internals.py:1811(__init__)
        1    0.000    0.000    0.000    0.000 internals.py:2051(CategoricalBlock)
        9    0.000    0.000    0.000    0.000 internals.py:208(make_block_same_class)
       23    0.000    0.000    0.000    0.000 internals.py:216(mgr_locs)
        1    0.000    0.000    0.000    0.000 internals.py:2181(DatetimeBlock)
        1    0.000    0.000    0.000    0.000 internals.py:2325(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 internals.py:2482(SparseBlock)
       23    0.000    0.000    0.001    0.000 internals.py:2649(make_block)
        1    0.000    0.000    0.000    0.000 internals.py:2690(BlockManager)
       11    0.000    0.000    0.001    0.000 internals.py:2745(__init__)
       11    0.000    0.000    0.000    0.000 internals.py:2746(<listcomp>)
       40    0.000    0.000    0.000    0.000 internals.py:2786(shape)
      120    0.000    0.000    0.000    0.000 internals.py:2788(<genexpr>)
       33    0.000    0.000    0.000    0.000 internals.py:2790(ndim)
        6    0.000    0.000    0.000    0.000 internals.py:2829(_is_single_block)
       11    0.000    0.000    0.001    0.000 internals.py:2841(_rebuild_blknos_and_blklocs)
       15    0.000    0.000    0.000    0.000 internals.py:2862(_get_items)
        2    0.000    0.000    0.000    0.000 internals.py:2882(get_dtypes)
        2    0.000    0.000    0.000    0.000 internals.py:2883(<listcomp>)
       18    0.000    0.000    0.000    0.000 internals.py:289(shape)
        4    0.000    0.000    0.000    0.000 internals.py:2951(__len__)
       11    0.000    0.000    0.000    0.000 internals.py:2966(_verify_integrity)
       29    0.000    0.000    0.000    0.000 internals.py:2968(<genexpr>)
       40    0.000    0.000    0.000    0.000 internals.py:297(dtype)
       18    0.000    0.000    0.000    0.000 internals.py:301(ftype)
       25    0.000    0.000    0.000    0.000 internals.py:3249(is_consolidated)
       11    0.000    0.000    0.000    0.000 internals.py:3257(_consolidate_check)
       11    0.000    0.000    0.000    0.000 internals.py:3258(<listcomp>)
        4    0.000    0.000    0.000    0.000 internals.py:3391(as_matrix)
        9    0.000    0.000    0.000    0.000 internals.py:3513(consolidate)
       16    0.000    0.000    0.000    0.000 internals.py:3529(_consolidate_inplace)
        5    0.000    0.000    0.003    0.001 internals.py:3813(reindex_indexer)
        3    0.000    0.000    0.001    0.000 internals.py:3848(<listcomp>)
        2    0.000    0.000    0.001    0.001 internals.py:3856(_slice_take_blocks_ax0)
        5    0.000    0.000    0.004    0.001 internals.py:3943(take)
        1    0.000    0.000    0.000    0.000 internals.py:4023(SingleBlockManager)
        5    0.000    0.000    0.000    0.000 internals.py:4031(__init__)
       12    0.000    0.000    0.000    0.000 internals.py:4077(_block)
        8    0.000    0.000    0.000    0.000 internals.py:4147(dtype)
        4    0.000    0.000    0.000    0.000 internals.py:4177(get_values)
        2    0.000    0.000    0.000    0.000 internals.py:4236(create_block_manager_from_blocks)
        4    0.000    0.000    0.002    0.001 internals.py:4259(create_block_manager_from_arrays)
        4    0.000    0.000    0.002    0.000 internals.py:4270(form_blocks)
        4    0.000    0.000    0.001    0.000 internals.py:4385(_simple_blockify)
        3    0.000    0.000    0.000    0.000 internals.py:4399(_multi_blockify)
        4    0.000    0.000    0.000    0.000 internals.py:4403(<lambda>)
        7    0.000    0.000    0.001    0.000 internals.py:4431(_stack_arrays)
       24    0.000    0.000    0.000    0.000 internals.py:4434(_asarray_compat)
        7    0.000    0.000    0.000    0.000 internals.py:4440(_shape_compat)
        4    0.000    0.000    0.000    0.000 internals.py:4663(_get_blkno_placements)
        1    0.000    0.000    0.000    0.000 internals.py:5106(JoinUnit)
        2    0.000    0.000    0.000    0.000 internals.py:5238(_preprocess_slice_or_indexer)
        1    0.000    0.000    0.000    0.000 internals.py:68(Block)
       23    0.000    0.000    0.000    0.000 internals.py:96(__init__)
        1    0.000    0.000    0.000    0.000 interpolate.py:1218(BPoly)
        1    0.000    0.000    0.000    0.000 interpolate.py:1760(NdPPoly)
        1    0.000    0.000    0.006    0.006 interpolate.py:2(<module>)
        1    0.000    0.000    0.000    0.000 interpolate.py:2189(RegularGridInterpolator)
        1    0.000    0.000    0.000    0.000 interpolate.py:2548(ppform)
        1    0.000    0.000    0.000    0.000 interpolate.py:325(interp1d)
        1    0.000    0.000    0.000    0.000 interpolate.py:628(_PPolyBase)
        1    0.000    0.000    0.000    0.000 interpolate.py:817(PPoly)
        1    0.000    0.000    0.000    0.000 interpolate.py:88(interp2d)
        1    0.000    0.000    0.000    0.000 inverted_index.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inverted_index.py:4(InvertedIndex)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1125(_parse_octet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1245(IPv4Address)
       68    0.000    0.000    0.000    0.000 ipaddress.py:1251(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1444(IPv4Network)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1459(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1558(_IPv4Constants)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1592(_BaseV6)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1612(_make_netmask)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1630(_ip_int_from_string)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1734(_parse_hextet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1876(IPv6Address)
       99    0.000    0.000    0.000    0.000 ipaddress.py:1882(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2056(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2142(IPv6Network)
       28    0.000    0.000    0.001    0.000 ipaddress.py:2158(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2264(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
      166    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
      188    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
       47    0.000    0.000    0.000    0.000 ipaddress.py:553(__eq__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
        1    0.000    0.000    0.002    0.002 ipaddress.py:9(<module>)
        1    0.000    0.000    0.006    0.006 iterative.py:1(<module>)
        5    0.000    0.000    0.000    0.000 iterative.py:70(set_docstring)
        5    0.000    0.000    0.000    0.000 iterative.py:71(combine)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 itertoolz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 jaccard.py:1(<module>)
        1    0.000    0.000    0.000    0.000 jaccard.py:6(Jaccard)
        1    0.000    0.000    0.000    0.000 jaccard_join.py:2(<module>)
        1    0.000    0.000    0.000    0.000 jaro.py:1(<module>)
        1    0.000    0.000    0.000    0.000 jaro.py:14(__init__)
        1    0.000    0.000    0.000    0.000 jaro.py:7(Jaro)
        1    0.000    0.000    0.000    0.000 jaro_winkler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 jaro_winkler.py:19(__init__)
        1    0.000    0.000    0.000    0.000 jaro_winkler.py:7(JaroWinkler)
        1    0.000    0.000    0.000    0.000 json.py:293(Parser)
        1    0.000    0.000    0.000    0.000 json.py:3(<module>)
        1    0.000    0.000    0.000    0.000 json.py:484(SeriesParser)
        1    0.000    0.000    0.000    0.000 json.py:530(FrameParser)
        1    0.000    0.000    0.000    0.000 json.py:55(Writer)
        1    0.000    0.000    0.000    0.000 json.py:88(SeriesWriter)
        1    0.000    0.000    0.000    0.000 json.py:97(FrameWriter)
        1    0.000    0.000    0.001    0.001 kde.py:20(<module>)
        1    0.000    0.000    0.000    0.000 kde.py:24(KernelDensity)
        1    0.000    0.000    0.000    0.000 kde.py:4(<module>)
        1    0.000    0.000    0.000    0.000 kde.py:41(gaussian_kde)
        1    0.000    0.000    0.000    0.000 kdtree.py:176(KDTree)
        1    0.000    0.000    0.000    0.000 kdtree.py:244(node)
        1    0.000    0.000    0.000    0.000 kdtree.py:261(leafnode)
        1    0.000    0.000    0.000    0.000 kdtree.py:266(innernode)
        1    0.000    0.000    0.000    0.000 kdtree.py:3(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:77(Rectangle)
        1    0.000    0.000    0.000    0.000 kernels.py:1035(WhiteKernel)
        1    0.000    0.000    0.000    0.000 kernels.py:1131(RBF)
        1    0.000    0.000    0.000    0.000 kernels.py:119(Kernel)
        1    0.000    0.000    0.000    0.000 kernels.py:1245(Matern)
        1    0.000    0.000    0.000    0.000 kernels.py:1395(RationalQuadratic)
        1    0.000    0.000    0.021    0.021 kernels.py:14(<module>)
        1    0.000    0.000    0.000    0.000 kernels.py:1507(ExpSineSquared)
        1    0.000    0.000    0.000    0.000 kernels.py:1619(DotProduct)
        1    0.000    0.000    0.000    0.000 kernels.py:1741(PairwiseKernel)
        1    0.000    0.000    0.000    0.000 kernels.py:357(NormalizedKernelMixin)
        1    0.000    0.000    0.000    0.000 kernels.py:383(StationaryKernelMixin)
        1    0.000    0.000    0.000    0.000 kernels.py:394(CompoundKernel)
        1    0.000    0.000    0.000    0.000 kernels.py:47(Hyperparameter)
        1    0.000    0.000    0.000    0.000 kernels.py:530(KernelOperator)
        1    0.000    0.000    0.000    0.000 kernels.py:634(Sum)
        1    0.000    0.000    0.000    0.000 kernels.py:708(Product)
        1    0.000    0.000    0.000    0.000 kernels.py:783(Exponentiation)
        1    0.000    0.000    0.000    0.000 kernels.py:940(ConstantKernel)
        1    0.000    0.000    0.000    0.000 label.py:173(LabelBinarizer)
        1    0.000    0.000    0.000    0.000 label.py:56(LabelEncoder)
        1    0.000    0.000    0.000    0.000 label.py:627(MultiLabelBinarizer)
        1    0.000    0.000    0.000    0.000 label.py:9(<module>)
